Gene	Ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
KRT18P15	ENSG00000234737	1.5388380041	0.3705439005	0.7412833583	0.4998680954	0.6171679586	0.9348456211
BHMG1	ENSG00000237452	21.1444241308	-0.7656678441	1.5080170855	-0.5077315446	0.6116416231	0.9348456211
Metazoa_SRP	ENSG00000237611	3.6387443661	0.6683153554	1.3289323095	0.5028964611	0.6150370694	0.9348456211
LINC00649	ENSG00000237945	20.8308821619	0.410327858	0.8178767733	0.5016988762	0.6158793551	0.9348456211
RPL36A	ENSG00000241343	36.3990093916	-0.6351685709	1.2513434829	-0.5075893067	0.6117413913	0.9348456211
ATP5O	ENSG00000241837	756.3083707758	-0.2606572344	0.5217521055	-0.4995806087	0.6173704147	0.9348456211
PLEKHO2	ENSG00000241839	77.3458432755	-0.7627321341	1.4881742558	-0.5125287789	0.6082809842	0.9348456211
RN7SL832P	ENSG00000243819	1.6468612146	0.9848750801	1.9574381253	0.5031449359	0.6148623755	0.9348456211
SPTY2D1-AS1	ENSG00000247595	3.8218682163	-0.7634786135	1.5282450374	-0.4995786637	0.6173717845	0.9348456211
NOP14-AS1	ENSG00000249673	9.3374952421	-0.8844542735	1.7311093717	-0.5109176162	0.6094087453	0.9348456211
FAM86EP	ENSG00000251669	4.1290970327	-0.6796424233	1.3615206794	-0.4991789207	0.6176533432	0.9348456211
EIF5AL1	ENSG00000253626	34.8274281761	-0.2349917777	0.4652667509	-0.505068925	0.6135104264	0.9348456211
ZNF260	ENSG00000254004	258.6836188593	-0.4958584987	0.9851548912	-0.5033304947	0.6147319299	0.9348456211
CTD-2196E14.6	ENSG00000260751	1.8518062958	-0.9631678473	1.8995281284	-0.5070563752	0.6121152633	0.9348456211
CTD-2007L18.5	ENSG00000260808	5.2953434003	-1.0238071287	2.0066245227	-0.5102136036	0.6099018228	0.9348456211
LOXL1-AS1	ENSG00000261801	3.7112846426	0.368717813	0.7395346197	0.4985808685	0.6180746857	0.9348456211
MRPL12	ENSG00000262814	422.8668247893	0.2526280794	0.4956046339	0.5097371213	0.6102356427	0.9348456211
ZNF850	ENSG00000267040	19.6534724857	-0.7288853365	1.4597397886	-0.4993255251	0.6175500759	0.9348456211
SNHG22	ENSG00000267321	47.6544814804	0.5867073233	1.1531441903	0.5087892115	0.6108999823	0.9348456211
RP11-730B22.1	ENSG00000270820	4.488485806	-0.9224525995	1.8366443464	-0.5022488983	0.6154924505	0.9348456211
RP11-406H23.5	ENSG00000273674	7.1774552718	0.784051358	1.5418173631	0.5085241461	0.6110858099	0.9348456211
GAGE13	ENSG00000274272	6.1526535277	0.6829654404	1.3402453428	0.5095824015	0.6103440556	0.9348456211
LA16c-358B7.4	ENSG00000274750	1.8198249109	0.9124801413	1.7882212645	0.5102725034	0.6098605636	0.9348456211
NMT2	ENSG00000152465	92.4673818227	-0.4809929673	0.9652525977	-0.4983078714	0.6182670607	0.9348500588
SOX17	ENSG00000164736	198.4332073822	-0.9895267967	1.9864637872	-0.4981348279	0.6183890142	0.9348500588
EXOSC10	ENSG00000171824	646.4356330899	-0.3818106261	0.7663673205	-0.4982083864	0.6183371721	0.9348500588
SNAPC1	ENSG00000023608	39.3081219101	0.5600667522	1.1252446904	0.4977288558	0.6186751667	0.9348644851
RBM42	ENSG00000126254	1118.360549099	-0.3826490129	0.7689360176	-0.4976343989	0.6187417536	0.9348644851
MRNIP	ENSG00000161010	127.3516403353	0.3333312465	0.6699829817	0.4975219604	0.6188210207	0.9348644851
GON7	ENSG00000170270	99.3627104213	-0.5074436955	1.0202647845	-0.4973647069	0.618931889	0.9348644851
MRPL13	ENSG00000172172	1112.1252032578	0.3026454843	0.6084507103	0.497403453	0.6189045711	0.9348644851
ZSCAN2	ENSG00000176371	13.4879701395	0.7708914816	1.5496848395	0.4974504893	0.6188714089	0.9348644851
MRPL30	ENSG00000185414	76.1899775228	0.5564463396	1.1185456236	0.4974730828	0.6188554799	0.9348644851
MIR6131	ENSG00000277072	86.954212239	0.4992177408	1.0030363115	0.4977065487	0.6186908917	0.9348644851
LATS1	ENSG00000131023	60.9778813035	-0.680973182	1.3695148077	-0.4972368157	0.6190220624	0.9348999872
RNF125	ENSG00000101695	382.0454141909	-0.384761172	0.7745335809	-0.4967649971	0.6193547814	0.9351059531
DDX50	ENSG00000107625	87.5912489363	-0.5102257634	1.0271077191	-0.4967597399	0.6193584891	0.9351059531
CXorf38	ENSG00000185753	74.9492200644	0.4918084258	0.9899630113	0.4967947491	0.6193337985	0.9351059531
ZNF800	ENSG00000048405	152.1150845058	-0.5429120115	1.0944567188	-0.4960561731	0.6198547795	0.9352080991
CCNE1	ENSG00000105173	799.2866278275	0.4080596252	0.8226236276	0.4960465655	0.6198615578	0.9352080991
THOC2	ENSG00000125676	1519.7491940001	0.3516227128	0.7093193713	0.4957184691	0.6200930547	0.9352080991
CHAC1	ENSG00000128965	11.2826433479	-0.9656349949	1.9458480308	-0.4962540649	0.6197151707	0.9352080991
C7orf50	ENSG00000146540	354.9487635109	0.388320378	0.7831071891	0.4958712976	0.6199852179	0.9352080991
ATXN7L2	ENSG00000162650	25.3752905639	-0.714689654	1.441677272	-0.4957348415	0.6200815017	0.9352080991
TPP1	ENSG00000166340	135.6995121361	0.5491100058	1.1075789469	0.4957750482	0.6200531311	0.9352080991
BRSK2	ENSG00000174672	1.6422008261	0.9916527849	2.0000928472	0.4958033755	0.6200331431	0.9352080991
MLF1	ENSG00000178053	10.9266434368	0.7946958772	1.6022048055	0.4960014316	0.6198934009	0.9352080991
LA16c-313D11.12	ENSG00000261659	11.1015755048	0.5498679497	1.107947117	0.4962944001	0.6196867167	0.9352080991
TWNK	ENSG00000107815	109.4476345203	-0.5609379339	1.1330071885	-0.4950877096	0.620538209	0.9353764705
BIRC6	ENSG00000115760	608.7701167494	-0.4367915096	0.881696987	-0.4953986642	0.6203187374	0.9353764705
ABCB7	ENSG00000131269	188.0540473618	0.4625454844	0.9342111505	0.4951187792	0.6205162786	0.9353764705
FBXO25	ENSG00000147364	173.2810915522	-0.4859044787	0.9813870797	-0.4951201098	0.6205153394	0.9353764705
DGCR6	ENSG00000183628	12.0406729319	-0.6380884956	1.2887355212	-0.4951275767	0.6205100689	0.9353764705
LINC01521	ENSG00000213888	4.3254948096	0.3908083314	0.7895230903	0.4949929093	0.6206051257	0.9353767925
NCKAP1	ENSG00000061676	501.0571886498	0.3815150214	0.7710665607	0.4947887002	0.6207492815	0.9354935169
CACNB2	ENSG00000165995	29.5805800732	-0.7421845197	1.5005094484	-0.4946216903	0.6208671884	0.9355339644
PLEKHM1P1	ENSG00000214176	63.235709621	0.5666222842	1.1457059732	0.4945616916	0.6209095491	0.9355339644
TUSC2	ENSG00000114383	327.7868585853	-0.3471564756	0.7021324025	-0.4944316404	0.621001373	0.9355717935
POLA2	ENSG00000014138	245.6990834277	0.4537205221	0.9192432749	0.493580464	0.6216025006	0.9356462954
CORO1A	ENSG00000102879	89.2046728755	0.6774754947	1.3727657951	0.4935113456	0.6216513252	0.9356462954
EPCAM	ENSG00000119888	2530.4730440854	0.4158415701	0.8424232418	0.4936254716	0.6215707084	0.9356462954
MFSD9	ENSG00000135953	102.8275126725	-0.6181660209	1.2508544548	-0.4941950029	0.6211684686	0.9356462954
ANKRD40	ENSG00000154945	105.1486192285	-0.5319427972	1.0776634705	-0.4936075238	0.6215833862	0.9356462954
EIF1AY	ENSG00000198692	315.3342010719	0.5242643625	1.0616037975	0.4938418304	0.6214178885	0.9356462954
GNRHR2	ENSG00000211451	4.9643750275	0.4120199252	0.8342162532	0.4939006206	0.6213763663	0.9356462954
RP11-25C19.3	ENSG00000233340	1.7275839226	0.9904712317	2.0057170479	0.4938240081	0.6214304763	0.9356462954
RP11-412B14.1	ENSG00000255101	33.3759418635	-0.7267276611	1.4707133769	-0.4941327607	0.6212124225	0.9356462954
GNPTAB	ENSG00000111670	294.3208916685	-0.5607314326	1.1370559855	-0.4931432047	0.6219114051	0.9357364413
INTS7	ENSG00000143493	431.2986164091	0.3990693119	0.8089989652	0.4932877903	0.6218092543	0.9357364413
RRP7BP	ENSG00000182841	120.4162075969	0.35049574	0.7106218043	0.4932240157	0.6218543106	0.9357364413
TNRC6B	ENSG00000100354	205.9439848248	0.4798057209	0.9732352599	0.4930007581	0.6220120517	0.9357874693
C1QTNF6	ENSG00000133466	135.0746473017	-0.6496824424	1.3189214778	-0.492586142	0.6223050418	0.9360274162
RP11-466H18.1	ENSG00000244398	63.0462495368	0.1820785483	0.3696323118	0.4925937005	0.6222997	0.9360274162
RPS18	ENSG00000231500	6731.646671011	-0.1764570842	0.358477463	-0.4922403844	0.6225494186	0.9362945621
AC011380.9	ENSG00000283154	35.3959961881	0.6729918224	1.3676007808	0.4920966936	0.6226509895	0.9363468982
PLEKHA8P1	ENSG00000134297	29.6374833706	0.6757060079	1.3735161739	0.4919534409	0.622752258	0.9363707626
ZNF44	ENSG00000197857	100.6276278909	0.6358418009	1.2926626529	0.4918853341	0.6228004066	0.9363707626
ALMS1	ENSG00000116127	70.422926544	-0.5664785393	1.151884428	-0.4917841804	0.622871921	0.936377889
STK38	ENSG00000112079	202.6607633562	-0.558840534	1.1374513144	-0.4913094099	0.6232076255	0.9364109606
GTF2B	ENSG00000137947	366.2369012028	0.4283081637	0.8718431319	0.4912674632	0.6232372892	0.9364109606
ZNF362	ENSG00000160094	6.226813458	-0.9320609154	1.8975704909	-0.4911864513	0.6232945808	0.9364109606
G6PD	ENSG00000160211	30.5715910349	-0.5457488943	1.1109180195	-0.4912593772	0.6232430076	0.9364109606
TMED10	ENSG00000170348	614.93136071	-0.4948807434	1.0068803312	-0.4914990671	0.6230735118	0.9364109606
SLC26A6	ENSG00000225697	412.8200000093	0.6027959344	1.2261948393	0.4915988187	0.6230029787	0.9364109606
PABPC4	ENSG00000090621	828.8129729835	0.310746994	0.6330958782	0.4908371776	0.6235416128	0.9366817393
CDH1	ENSG00000039068	2911.0251767446	0.4199186632	0.8563226254	0.4903743645	0.6238690136	0.9367414354
EIF3J	ENSG00000104131	687.8925957599	-0.2876731211	0.5868326299	-0.4902132336	0.6239830173	0.9367414354
PCNX4	ENSG00000126773	95.5943294566	0.4659046831	0.949523078	0.4906723111	0.6236582332	0.9367414354
SLC24A4	ENSG00000140090	1.6576077437	-0.4872349576	0.9940745923	-0.4901392324	0.6240353779	0.9367414354
SKP2	ENSG00000145604	656.1370158506	-0.4205253717	0.8574948563	-0.4904115385	0.6238427134	0.9367414354
TRUB2	ENSG00000167112	700.49937398	-0.3368817687	0.6872580915	-0.4901823243	0.6240048874	0.9367414354
SRP14-AS1	ENSG00000248508	17.7934824734	0.6667578581	1.3603970392	0.490120045	0.6240489545	0.9367414354
LAMP1	ENSG00000185896	415.6887092192	0.4523856715	0.9235739521	0.4898207344	0.6242607572	0.9367771082
HELZ	ENSG00000198265	441.7361715895	0.4442607653	0.9067748076	0.4899350551	0.6241798562	0.9367771082
RP11-272P10.2	ENSG00000234740	2.8243882394	0.8734100782	1.7838730853	0.4896144717	0.624406734	0.9367771082
KCTD7	ENSG00000243335	2.253054051	0.9284437925	1.8959403261	0.4897009572	0.6243455244	0.9367771082
RP11-320N7.2	ENSG00000256969	65.9944170736	0.5379133664	1.0983358716	0.4897530713	0.6243086423	0.9367771082
CDADC1	ENSG00000102543	103.5453757548	0.5612116543	1.1467724364	0.489383627	0.6245701255	0.9369220014
MREG	ENSG00000118242	34.2856786766	0.5130268952	1.0487580048	0.4891756658	0.6247173359	0.9370425929
CDK5RAP3	ENSG00000108465	250.1018687425	-0.4836446846	0.9896626861	-0.4886964937	0.6250565865	0.9373509264
TTK	ENSG00000112742	327.0770522838	-0.4471152364	0.9147608696	-0.4887782712	0.624998683	0.9373509264
PRR14	ENSG00000156858	112.1306048364	0.5274609669	1.0796039122	0.4885689658	0.6251468888	0.9373861016
PTOV1	ENSG00000104960	386.4072440332	-0.3518838723	0.7205543336	-0.4883516147	0.6253008077	0.9374164237
OAZ3	ENSG00000143450	6.7763577684	0.6784596331	1.3892062936	0.4883793258	0.625281183	0.9374164237
CENPT	ENSG00000102901	912.7174651681	-0.4363615765	0.893909576	-0.4881495715	0.6254439009	0.9374305068
AKT2	ENSG00000105221	154.1534379157	-0.3497352772	0.7164225894	-0.4881689695	0.625430162	0.9374305068
RFC1	ENSG00000035928	337.0240227266	-0.4056735821	0.8312266633	-0.4880420708	0.6255200419	0.9374444317
SP3	ENSG00000172845	297.0829360676	-0.4560849768	0.9349351561	-0.4878252506	0.6256736243	0.9375743999
ARID4A	ENSG00000032219	462.9145130711	-0.533075704	1.0934545885	-0.487515174	0.6258932922	0.93777321
MIR3156-2	ENSG00000265496	2.1104880429	-0.8113488728	1.6644788756	-0.4874491858	0.6259400446	0.93777321
CNOT7	ENSG00000198791	1031.9843240282	-0.381625673	0.7833989709	-0.4871408914	0.6261584899	0.9379000752
PPIL3	ENSG00000240344	147.8729338766	-0.460560093	0.9452628647	-0.4872296481	0.626095597	0.9379000752
CCDC18-AS1	ENSG00000223745	22.8197421866	0.7809744021	1.6036712027	0.4869915983	0.6262642849	0.9379583539
Mar-02	ENSG00000099785	49.9997901726	0.6698034506	1.3767680547	0.486504207	0.6266097233	0.9381090687
KIF14	ENSG00000118193	109.6622074551	-0.5378830582	1.1058958262	-0.4863776908	0.626699405	0.9381090687
CTGF	ENSG00000118523	102.2314325585	0.7030178506	1.4449807158	0.4865240365	0.6265956675	0.9381090687
VTI1A	ENSG00000151532	192.7169974012	-0.4219014739	0.8672496389	-0.4864821557	0.626625354	0.9381090687
WASHC5	ENSG00000164961	215.078399934	-0.4975553084	1.0228732619	-0.4864290885	0.6266629708	0.9381090687
FARP2	ENSG00000006607	46.4069990678	-0.4723241094	0.9721451959	-0.4858575771	0.6270681484	0.9381687823
ZKSCAN1	ENSG00000106261	186.7760321591	0.486375163	1.0011221755	0.4858299765	0.6270877188	0.9381687823
PPWD1	ENSG00000113593	319.5516708243	-0.4652036859	0.956915877	-0.4861489887	0.6268615357	0.9381687823
G0S2	ENSG00000123689	1.7358042613	0.9570294132	1.9691833402	0.4860032043	0.6269648941	0.9381687823
MTRR	ENSG00000124275	333.9691050268	0.5002448352	1.0296582545	0.4858357936	0.6270835942	0.9381687823
EFCAB14	ENSG00000159658	496.3014404145	-0.4241966597	0.8735763004	-0.4855862727	0.6272605311	0.9381687823
KIAA1958	ENSG00000165185	161.8844427042	-0.5145622095	1.0597150966	-0.4855665557	0.6272745135	0.9381687823
RP11-9L18.2	ENSG00000215835	1.5457738861	-0.4611250617	0.9495505357	-0.4856245606	0.6272333795	0.9381687823
FNDC3B	ENSG00000075420	255.1912771398	0.4068467753	0.8382740522	0.4853386244	0.6274361615	0.9383104716
EXOC6	ENSG00000138190	62.1153094152	0.6212439555	1.2805264601	0.4851473006	0.6275718613	0.9383566819
AIM1L	ENSG00000176092	204.4997078012	-0.5127442515	1.0569728246	-0.4851063713	0.6276008928	0.9383566819
PSMC5	ENSG00000087191	1772.2530472509	-0.2859836625	0.589921421	-0.4847826377	0.62783054	0.9384999107
RHPN2	ENSG00000131941	379.0100267603	-0.4648446912	0.9587642982	-0.4848372974	0.6277917634	0.9384999107
ZNF566	ENSG00000186017	116.7654697453	-0.4856904204	1.0025005149	-0.4844789735	0.6280459832	0.9387218954
SNAPC5	ENSG00000174446	201.1817316891	-0.4528350321	0.9355409051	-0.4840355239	0.6283606582	0.9389643038
TOP1MT	ENSG00000184428	374.4631046586	-0.4689980398	0.9690695888	-0.4839673489	0.6284090416	0.9389643038
MTFP1	ENSG00000242114	3.5440455826	-0.4185673402	0.8646306193	-0.4840996038	0.6283151825	0.9389643038
TMED2	ENSG00000086598	1970.5735654679	-0.4286160692	0.8865568102	-0.4834614819	0.6287681028	0.9390005437
C8orf59	ENSG00000176731	79.4738197283	-0.3074790777	0.6357587772	-0.4836411053	0.6286405972	0.9390005437
MED12	ENSG00000184634	198.6968776016	0.5043719056	1.0427704499	0.4836845018	0.6286097938	0.9390005437
LDB1	ENSG00000198728	320.9952943115	0.4442696035	0.918286929	0.4838025997	0.6285259699	0.9390005437
RP11-286E11.2	ENSG00000249604	1.7706048218	0.4826431197	0.9981148488	0.4835546933	0.6287019353	0.9390005437
TBC1D22A	ENSG00000054611	69.9100739503	-0.6203060366	1.283375824	-0.48333935	0.6288548044	0.9390300204
FTSJ1	ENSG00000068438	496.5592362964	-0.5084761181	1.0574737742	-0.4808404052	0.6306299308	0.9393919656
XRCC1	ENSG00000073050	85.1121523903	-0.6093740793	1.2654083239	-0.481563198	0.6301162749	0.9393919656
CSTF2	ENSG00000101811	736.3322303246	-0.3737594875	0.7756857097	-0.4818439773	0.6299167861	0.9393919656
ERICH1	ENSG00000104714	222.8820195619	-0.3962758866	0.8238949931	-0.4809786319	0.6305316856	0.9393919656
PDE4C	ENSG00000105650	18.5879641346	0.5404236388	1.124323301	0.4806656932	0.6307541175	0.9393919656
UNC93B1	ENSG00000110057	29.1863453418	-0.7877241302	1.6360172232	-0.4814888982	0.6301690682	0.9393919656
C2CD5	ENSG00000111731	156.2178041718	-0.6517045995	1.3510659162	-0.4823632894	0.6295478949	0.9393919656
THG1L	ENSG00000113272	48.9759064439	-0.5734869035	1.1894708073	-0.4821361735	0.6297092143	0.9393919656
ATP6V1B1	ENSG00000116039	1356.9945788004	-0.5127292122	1.0646642436	-0.4815877074	0.6300988603	0.9393919656
KIF18A	ENSG00000121621	108.1525858782	-0.5214910757	1.0827599379	-0.4816312993	0.6300678877	0.9393919656
CDK8	ENSG00000132964	57.4367818427	-0.4950017561	1.0296441669	-0.4807503136	0.6306939674	0.9393919656
DPH6	ENSG00000134146	119.5000462533	0.4153753486	0.8635232575	0.4810239272	0.6304994932	0.9393919656
SLC22A23	ENSG00000137266	28.0130607332	0.7104838041	1.4778708529	0.480748235	0.6306954448	0.9393919656
SPC25	ENSG00000152253	199.42720343	0.4634237369	0.9641073915	0.4806764692	0.6307464576	0.9393919656
RPP14	ENSG00000163684	119.3012942649	0.4440025817	0.9211449477	0.4820116343	0.6297976815	0.9393919656
HSD11B1L	ENSG00000167733	6.324070444	-0.6225859288	1.2949391846	-0.4807839134	0.6306700846	0.9393919656
DNAJC21	ENSG00000168724	486.9109330613	-0.3786105803	0.7853256459	-0.4821064768	0.6297303091	0.9393919656
TADA2B	ENSG00000173011	98.8670254515	-0.4233307956	0.8805939158	-0.4807332734	0.6307060797	0.9393919656
AKIRIN1	ENSG00000174574	845.0103147652	-0.4114988128	0.8561465274	-0.4806406375	0.6307719281	0.9393919656
RTTN	ENSG00000176225	102.9344697408	0.4806085585	0.9972627656	0.4819277076	0.6298573023	0.9393919656
ZNF772	ENSG00000197128	34.3395999139	-0.6139728048	1.2719164983	-0.4827147109	0.6292983164	0.9393919656
CAPZA2	ENSG00000198898	959.9457882238	-0.3857982705	0.800305918	-0.4820634982	0.629760839	0.9393919656
RP5-1112D6.4	ENSG00000230177	15.3052637307	-0.6502248925	1.3524185062	-0.4807867458	0.6306680713	0.9393919656
TCAM1P	ENSG00000240280	2.1368191597	0.7255027521	1.5028098377	0.4827641754	0.6292631904	0.9393919656
STX18-AS1	ENSG00000247708	14.3287246582	0.6996636528	1.4510075672	0.4821915947	0.6296698473	0.9393919656
USP7	ENSG00000187555	1111.0017405287	0.3548933394	0.7388266492	0.4803472368	0.6309805057	0.9396028068
TMCO6	ENSG00000113119	89.9581581904	-0.6482407805	1.3498970013	-0.4802149941	0.6310745261	0.9396430325
CD99	ENSG00000002586	439.3683883353	-0.4665029023	0.9731217595	-0.4793880084	0.6316626227	0.9397022475
SMC1A	ENSG00000072501	929.6591418778	-0.3930279125	0.8218445668	-0.4782265752	0.6324889497	0.9397022475
HSPB1	ENSG00000106211	248.0163938757	-0.4936366082	1.0322128284	-0.4782314214	0.6324855007	0.9397022475
NRF1	ENSG00000106459	137.5359220009	-0.5641086117	1.1790346261	-0.4784495716	0.6323302584	0.9397022475
TNFAIP1	ENSG00000109079	124.26942483	0.5524004289	1.1533688014	0.4789451806	0.631977628	0.9397022475
WFS1	ENSG00000109501	76.5756930046	0.6896720476	1.4385368215	0.479426065	0.6316355544	0.9397022475
CAP2	ENSG00000112186	5.8189249585	-0.893147476	1.8695763392	-0.4777272034	0.6328443798	0.9397022475
PCSK4	ENSG00000115257	8.7293960114	-0.8642638567	1.8049819097	-0.47882134	0.6320657339	0.9397022475
ACSL3	ENSG00000123983	2247.6683590633	-0.3421096231	0.7139422708	-0.479183874	0.6318078253	0.9397022475
C16orf70	ENSG00000125149	234.0292681489	-0.46166462	0.9664054018	-0.4777132031	0.6328543457	0.9397022475
POLG	ENSG00000140521	183.0931553433	0.5131705177	1.074066238	0.4777829332	0.6328047096	0.9397022475
PTRH2	ENSG00000141378	327.4441746487	-0.3601013413	0.7544019454	-0.4773335269	0.6331246405	0.9397022475
AMN1	ENSG00000151743	5.6135600118	-0.8565458544	1.7940928107	-0.4774256099	0.6330590813	0.9397022475
CEBPG	ENSG00000153879	600.9344955269	-0.3990976298	0.8326090621	-0.479333757	0.6317012109	0.9397022475
TDH	ENSG00000154316	7.526634462	-0.9047509293	1.8947384811	-0.4775070218	0.6330011219	0.9397022475
WDR66	ENSG00000158023	128.6409432191	0.5107000214	1.0664114589	0.4788958494	0.6320127239	0.9397022475
TPCN2	ENSG00000162341	141.9822278837	-0.5193932637	1.0872581895	-0.4777092219	0.6328571798	0.9397022475
HPGD	ENSG00000164120	1481.052120597	-0.3966710381	0.8302430968	-0.4777769784	0.6328089484	0.9397022475
HSPBAP1	ENSG00000169087	76.1928847906	-0.6583915749	1.3764070999	-0.4783407286	0.6324077124	0.9397022475
NPIPB3	ENSG00000169246	116.2111933071	0.4157344542	0.8705405529	0.4775589751	0.6329641361	0.9397022475
SH3PXD2B	ENSG00000174705	5.0409742585	0.9048397943	1.8942968838	0.4776652499	0.6328884814	0.9397022475
VSIG10	ENSG00000176834	408.5295396263	-0.391227331	0.8154453701	-0.4797713561	0.6313899827	0.9397022475
ERICH5	ENSG00000177459	8.9198656025	0.7417461313	1.5488841761	0.478890638	0.6320164315	0.9397022475
GAK	ENSG00000178950	453.3476378013	-0.3999219462	0.8350786216	-0.4789033461	0.6320073904	0.9397022475
CNOT10	ENSG00000182973	328.1827513024	0.4035431193	0.8446676035	0.477753755	0.6328254794	0.9397022475
CYHR1	ENSG00000187954	149.2071691216	0.5229665146	1.0950876957	0.4775567442	0.6329657243	0.9397022475
HDAC2	ENSG00000196591	1804.85034062	-0.3240704513	0.6788642653	-0.4773714981	0.6330976063	0.9397022475
UBL5	ENSG00000198258	1366.284972523	-0.2273794039	0.4745177377	-0.4791799881	0.6318105896	0.9397022475
CHAMP1	ENSG00000198824	25.6308429294	-0.5504971304	1.1513792445	-0.4781197273	0.632564992	0.9397022475
